training_iteration,env_runners/episode_reward_max,env_runners/episode_reward_min,env_runners/episode_reward_mean,env_runners/policy_reward_min/Agent0,env_runners/policy_reward_min/Agent1,env_runners/policy_reward_min/Agent2,env_runners/policy_reward_min/Agent3,env_runners/policy_reward_min/Agent4,env_runners/policy_reward_max/Agent0,env_runners/policy_reward_max/Agent1,env_runners/policy_reward_max/Agent2,env_runners/policy_reward_max/Agent3,env_runners/policy_reward_max/Agent4,env_runners/policy_reward_mean/Agent0,env_runners/policy_reward_mean/Agent1,env_runners/policy_reward_mean/Agent2,env_runners/policy_reward_mean/Agent3,env_runners/policy_reward_mean/Agent4,env_runners/hist_stats/episode_reward,env_runners/hist_stats/policy_Agent0_reward,env_runners/hist_stats/policy_Agent1_reward,env_runners/hist_stats/policy_Agent2_reward,env_runners/hist_stats/policy_Agent3_reward,env_runners/hist_stats/policy_Agent4_reward,config/clip_rewards,config/model/lstm_use_prev_reward,config/model/attention_use_n_prev_rewards,config/model/lstm_use_prev_action_reward
20,-9255.0,-31320.0,-19889.95,-6264.0,-6264.0,-6264.0,-6264.0,-6264.0,-1851.0,-1851.0,-1851.0,-1851.0,-1851.0,-3977.99,-3977.99,-3977.99,-3977.99,-3977.99,"[-17155.0, -24050.0, -20500.0, -23630.0, -19240.0, -24440.0, -19000.0, -21015.0, -27075.0, -30705.0, -16730.0, -22185.0, -13250.0, -19985.0, -23940.0, -30895.0, -23015.0, -23665.0, -15635.0, -14875.0, -17890.0, -18955.0, -28605.0, -18745.0, -17060.0, -21410.0, -17850.0, -22560.0, -16875.0, -31320.0, -18555.0, -27490.0, -22330.0, -20060.0, -30770.0, -18955.0, -17275.0, -18625.0, -19990.0, -25780.0, -22725.0, -18700.0, -16810.0, -26615.0, -18925.0, -25730.0, -20420.0, -13075.0, -14295.0, -15055.0, -22560.0, -22795.0, -14445.0, -19180.0, -17625.0, -12785.0, -21220.0, -12020.0, -15525.0, -12440.0, -17765.0, -18445.0, -27220.0, -19960.0, -16400.0, -11035.0, -16600.0, -9255.0, -21645.0, -14800.0, -14160.0, -11075.0, -22255.0, -24355.0, -20350.0, -22960.0, -20770.0, -20245.0, -18545.0, -19710.0, -14350.0, -19090.0, -24410.0, -20565.0, -18295.0, -14875.0, -22070.0, -25440.0, -25000.0, -13660.0, -20560.0, -25535.0, -18265.0, -22550.0, -19250.0, -19940.0, -20735.0, -18690.0, -17960.0, -15175.0]","[-3431.0, -4810.0, -4100.0, -4726.0, -3848.0, -4888.0, -3800.0, -4203.0, -5415.0, -6141.0, -3346.0, -4437.0, -2650.0, -3997.0, -4788.0, -6179.0, -4603.0, -4733.0, -3127.0, -2975.0, -3578.0, -3791.0, -5721.0, -3749.0, -3412.0, -4282.0, -3570.0, -4512.0, -3375.0, -6264.0, -3711.0, -5498.0, -4466.0, -4012.0, -6154.0, -3791.0, -3455.0, -3725.0, -3998.0, -5156.0, -4545.0, -3740.0, -3362.0, -5323.0, -3785.0, -5146.0, -4084.0, -2615.0, -2859.0, -3011.0, -4512.0, -4559.0, -2889.0, -3836.0, -3525.0, -2557.0, -4244.0, -2404.0, -3105.0, -2488.0, -3553.0, -3689.0, -5444.0, -3992.0, -3280.0, -2207.0, -3320.0, -1851.0, -4329.0, -2960.0, -2832.0, -2215.0, -4451.0, -4871.0, -4070.0, -4592.0, -4154.0, -4049.0, -3709.0, -3942.0, -2870.0, -3818.0, -4882.0, -4113.0, -3659.0, -2975.0, -4414.0, -5088.0, -5000.0, -2732.0, -4112.0, -5107.0, -3653.0, -4510.0, -3850.0, -3988.0, -4147.0, -3738.0, -3592.0, -3035.0]","[-3431.0, -4810.0, -4100.0, -4726.0, -3848.0, -4888.0, -3800.0, -4203.0, -5415.0, -6141.0, -3346.0, -4437.0, -2650.0, -3997.0, -4788.0, -6179.0, -4603.0, -4733.0, -3127.0, -2975.0, -3578.0, -3791.0, -5721.0, -3749.0, -3412.0, -4282.0, -3570.0, -4512.0, -3375.0, -6264.0, -3711.0, -5498.0, -4466.0, -4012.0, -6154.0, -3791.0, -3455.0, -3725.0, -3998.0, -5156.0, -4545.0, -3740.0, -3362.0, -5323.0, -3785.0, -5146.0, -4084.0, -2615.0, -2859.0, -3011.0, -4512.0, -4559.0, -2889.0, -3836.0, -3525.0, -2557.0, -4244.0, -2404.0, -3105.0, -2488.0, -3553.0, -3689.0, -5444.0, -3992.0, -3280.0, -2207.0, -3320.0, -1851.0, -4329.0, -2960.0, -2832.0, -2215.0, -4451.0, -4871.0, -4070.0, -4592.0, -4154.0, -4049.0, -3709.0, -3942.0, -2870.0, -3818.0, -4882.0, -4113.0, -3659.0, -2975.0, -4414.0, -5088.0, -5000.0, -2732.0, -4112.0, -5107.0, -3653.0, -4510.0, -3850.0, -3988.0, -4147.0, -3738.0, -3592.0, -3035.0]","[-3431.0, -4810.0, -4100.0, -4726.0, -3848.0, -4888.0, -3800.0, -4203.0, -5415.0, -6141.0, -3346.0, -4437.0, -2650.0, -3997.0, -4788.0, -6179.0, -4603.0, -4733.0, -3127.0, -2975.0, -3578.0, -3791.0, -5721.0, -3749.0, -3412.0, -4282.0, -3570.0, -4512.0, -3375.0, -6264.0, -3711.0, -5498.0, -4466.0, -4012.0, -6154.0, -3791.0, -3455.0, -3725.0, -3998.0, -5156.0, -4545.0, -3740.0, -3362.0, -5323.0, -3785.0, -5146.0, -4084.0, -2615.0, -2859.0, -3011.0, -4512.0, -4559.0, -2889.0, -3836.0, -3525.0, -2557.0, -4244.0, -2404.0, -3105.0, -2488.0, -3553.0, -3689.0, -5444.0, -3992.0, -3280.0, -2207.0, -3320.0, -1851.0, -4329.0, -2960.0, -2832.0, -2215.0, -4451.0, -4871.0, -4070.0, -4592.0, -4154.0, -4049.0, -3709.0, -3942.0, -2870.0, -3818.0, -4882.0, -4113.0, -3659.0, -2975.0, -4414.0, -5088.0, -5000.0, -2732.0, -4112.0, -5107.0, -3653.0, -4510.0, -3850.0, -3988.0, -4147.0, -3738.0, -3592.0, -3035.0]","[-3431.0, -4810.0, -4100.0, -4726.0, -3848.0, -4888.0, -3800.0, -4203.0, -5415.0, -6141.0, -3346.0, -4437.0, -2650.0, -3997.0, -4788.0, -6179.0, -4603.0, -4733.0, -3127.0, -2975.0, -3578.0, -3791.0, -5721.0, -3749.0, -3412.0, -4282.0, -3570.0, -4512.0, -3375.0, -6264.0, -3711.0, -5498.0, -4466.0, -4012.0, -6154.0, -3791.0, -3455.0, -3725.0, -3998.0, -5156.0, -4545.0, -3740.0, -3362.0, -5323.0, -3785.0, -5146.0, -4084.0, -2615.0, -2859.0, -3011.0, -4512.0, -4559.0, -2889.0, -3836.0, -3525.0, -2557.0, -4244.0, -2404.0, -3105.0, -2488.0, -3553.0, -3689.0, -5444.0, -3992.0, -3280.0, -2207.0, -3320.0, -1851.0, -4329.0, -2960.0, -2832.0, -2215.0, -4451.0, -4871.0, -4070.0, -4592.0, -4154.0, -4049.0, -3709.0, -3942.0, -2870.0, -3818.0, -4882.0, -4113.0, -3659.0, -2975.0, -4414.0, -5088.0, -5000.0, -2732.0, -4112.0, -5107.0, -3653.0, -4510.0, -3850.0, -3988.0, -4147.0, -3738.0, -3592.0, -3035.0]","[-3431.0, -4810.0, -4100.0, -4726.0, -3848.0, -4888.0, -3800.0, -4203.0, -5415.0, -6141.0, -3346.0, -4437.0, -2650.0, -3997.0, -4788.0, -6179.0, -4603.0, -4733.0, -3127.0, -2975.0, -3578.0, -3791.0, -5721.0, -3749.0, -3412.0, -4282.0, -3570.0, -4512.0, -3375.0, -6264.0, -3711.0, -5498.0, -4466.0, -4012.0, -6154.0, -3791.0, -3455.0, -3725.0, -3998.0, -5156.0, -4545.0, -3740.0, -3362.0, -5323.0, -3785.0, -5146.0, -4084.0, -2615.0, -2859.0, -3011.0, -4512.0, -4559.0, -2889.0, -3836.0, -3525.0, -2557.0, -4244.0, -2404.0, -3105.0, -2488.0, -3553.0, -3689.0, -5444.0, -3992.0, -3280.0, -2207.0, -3320.0, -1851.0, -4329.0, -2960.0, -2832.0, -2215.0, -4451.0, -4871.0, -4070.0, -4592.0, -4154.0, -4049.0, -3709.0, -3942.0, -2870.0, -3818.0, -4882.0, -4113.0, -3659.0, -2975.0, -4414.0, -5088.0, -5000.0, -2732.0, -4112.0, -5107.0, -3653.0, -4510.0, -3850.0, -3988.0, -4147.0, -3738.0, -3592.0, -3035.0]",,False,0,-1
